frame.number$frame.time$frame.len$eth.src$eth.dst$ip.src$ip.dst$ip.proto$ip.len$tcp.len$tcp.srcport$tcp.dstport$_ws.col.Info
90$Mar 27, 2020 20:42:39.830305262 IST$305$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$291$239$443$36344$Application Data
91$Mar 27, 2020 20:42:39.830310012 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=1946 Win=64128 Len=0 TSval=2866792659 TSecr=1873522317
92$Mar 27, 2020 20:42:39.830314453 IST$109$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$95$43$443$36344$Application Data
93$Mar 27, 2020 20:42:39.830318864 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=1989 Win=64128 Len=0 TSval=2866792659 TSecr=1873522318
94$Mar 27, 2020 20:42:39.830323459 IST$105$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$91$39$443$36344$Application Data
95$Mar 27, 2020 20:42:39.830327845 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$52$0$36344$443$36344 → 443 [ACK] Seq=3257 Ack=2028 Win=64128 Len=0 TSval=2866792659 TSecr=1873522318
96$Mar 27, 2020 20:42:39.830730557 IST$105$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.160.197$6$91$39$36344$443$Application Data
97$Mar 27, 2020 20:42:39.843084860 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.160.197$192.168.0.105$6$52$0$443$36344$443 → 36344 [ACK] Seq=2028 Ack=3296 Win=68352 Len=0 TSval=1873522354 TSecr=2866792659
98$Mar 27, 2020 20:42:41.977434503 IST$118$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.194.189$192.168.0.105$6$104$52$443$55094$Application Data
99$Mar 27, 2020 20:42:41.977467754 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.194.189$6$52$0$55094$443$55094 → 443 [ACK] Seq=1 Ack=53 Win=1695 Len=0 TSval=172897333 TSecr=3057143532
100$Mar 27, 2020 20:42:43.783735173 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$216.58.203.163$6$52$0$53294$80$[TCP Keep-Alive] 53294 → 80 [ACK] Seq=382 Ack=703 Win=64128 Len=0 TSval=1962962653 TSecr=2467650318
101$Mar 27, 2020 20:42:43.797831303 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$216.58.203.163$192.168.0.105$6$52$0$80$53294$[TCP Keep-Alive ACK] 80 → 53294 [ACK] Seq=703 Ack=383 Win=61440 Len=0 TSval=2467660451 TSecr=1962952535
102$Mar 27, 2020 20:42:44.234097444 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$51.89.6.202$192.168.0.105$6$52$0$80$40139$[TCP Keep-Alive] [TCP ACKed unseen segment] 80 → 40139 [ACK] Seq=0 Ack=2 Win=286 Len=0 TSval=1410779049 TSecr=3912621326
103$Mar 27, 2020 20:42:44.234134530 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$51.89.6.202$6$52$0$40139$80$[TCP Keep-Alive ACK] 40139 → 80 [ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=3912631567 TSecr=1410763739
104$Mar 27, 2020 20:42:46.891217173 IST$118$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$172.217.194.189$192.168.0.105$6$104$52$443$55094$Application Data
105$Mar 27, 2020 20:42:46.891252550 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$172.217.194.189$6$52$0$55094$443$55094 → 443 [ACK] Seq=1 Ack=105 Win=1695 Len=0 TSval=172902246 TSecr=3057148412
106$Mar 27, 2020 20:42:47.879792735 IST$66$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$13.227.185.18$6$52$0$51272$443$[TCP Dup ACK 1#2] 51272 → 443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=1586380895 TSecr=114843521
107$Mar 27, 2020 20:42:47.896237746 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$13.227.185.18$192.168.0.105$6$52$0$443$51272$[TCP Dup ACK 2#2] [TCP ACKed unseen segment] 443 → 51272 [ACK] Seq=1 Ack=2 Win=122 Len=0 TSval=114844545 TSecr=1586268671
108$Mar 27, 2020 20:42:48.357803695 IST$166$98:22:ef:d5:cc:2f$68:ff:7b:9c:eb:36$192.168.0.105$216.58.203.163$6$152$100$48104$443$Application Data
109$Mar 27, 2020 20:42:48.376571807 IST$66$68:ff:7b:9c:eb:36$98:22:ef:d5:cc:2f$216.58.203.163$192.168.0.105$6$52$0$443$48104$443 → 48104 [ACK] Seq=1 Ack=101 Win=267 Len=0 TSval=286388083 TSecr=1962967227
